game_id,home_team_id,away_team_id,home_score,away_score,location,game_date,game_time
6475696,BRKPRT,ELMIRA,1,0,,2025-10-18,11:00:00
6475698,RANDOL,VA WES,0,2,,2025-10-29,16:00:00
6475700,BRKPRT,PSU BE,0,3,,2025-10-21,14:00:00
6475702,UTICA,BRKPRT,0,0,,2025-10-25,11:00:00
6475704,BRKPRT,SUNYGE,2,0,,2025-10-29,14:00:00
6475707,W CONN,UMASSB,4,1,,2025-10-03,22:00:00
6475709,UMASSB,BRAND,0,3,,2025-10-08,16:00:00
6475711,UMASSB,CASTLE,2,1,,2025-10-11,12:00:00
6475713,UMASSB,WESTFS,2,2,,2025-10-15,17:00:00
6475720,DEPAUW,GRNVL,2,1,"{'__typename': 'Location', 'venue': 'Reavis Stadium ', 'city': 'Greencastle', 'stateUsps': 'IN'}",2025-09-01,11:00:00
6475722,S ME,UMASSB,1,4,,2025-10-22,16:00:00
6475724,GRNVL,HARSTW,2,0,,2025-09-05,14:30:00
6475729,GRNVL,CENTRL,1,3,,2025-09-13,15:00:00
6475731,SALISB,VA WES,1,2,,2025-09-18,14:00:00
6475733,VA WES,BRIDVA,2,1,,2025-09-27,15:00:00
6475736,ILLCOL,GRNVL,1,2,,2025-09-16,18:00:00
6475742,BELH,LETOUR,0,0,,2025-09-03,16:00:00
6475744,SEWANE,GRNVL,3,0,"{'__typename': 'Location', 'venue': 'Puett Field', 'city': 'Sewanee', 'stateUsps': 'TN'}",2025-09-20,11:00:00
6475747,LETOUR,WILEY,3,0,,2025-09-09,18:00:00
6475749,LETOUR,LAGRAN,4,0,,2025-09-13,10:00:00
6475751,GRNVL,MILLIK,3,0,,2025-09-24,16:00:00
6475753,HOWPAY,LETOUR,2,0,,2025-09-16,17:00:00
6475756,BLACKB,GRNVL,0,10,,2025-09-27,14:30:00
6475758,LETOUR,CONCTX,0,1,,2025-09-26,16:00:00
6475760,GRNVL,WEBSTE,5,1,,2025-10-04,14:00:00
6475762,WILSON,GWYMER,1,0,,2025-09-01,15:00:00
6475765,SCHREI,LETOUR,4,2,,2025-10-02,23:00:00
6475767,PRINCI,GRNVL,0,3,,2025-10-17,18:30:00
6475769,WILSON,,5,0,,2025-09-10,15:00:00
6475771,GRNVL,LYON,5,0,,2025-10-23,18:00:00
6475774,MARYBA,WILSON,2,2,,2025-09-17,14:30:00
6475776,LETOUR,MCMURR,1,3,,2025-10-05,11:00:00
6475778,WILSON,HOOD,0,1,,2025-09-23,14:30:00
6475780,LETOUR,CENTLA,3,0,,2025-10-10,16:00:00
6475782,LANBIB,WILSON,5,0,,2025-09-27,12:30:00
6475785,OZARKS,LETOUR,1,3,,2025-10-24,16:00:00
6475789,TRNSYL,SEWANE,0,0,,2025-09-06,10:00:00
6475791,SEWANE,MARYTN,2,0,"{'__typename': 'Location', 'venue': 'Puett Field', 'city': 'Sewanee', 'stateUsps': 'TN'}",2025-09-10,16:00:00
6475794,CENTRE,TRNSYL,3,0,"{'__typename': 'Location', 'venue': 'Amend Field', 'city': 'Danville', 'stateUsps': 'KY'}",2025-09-10,17:00:00
6475796,RHODES,SEWANE,1,1,,2025-10-03,12:00:00
6475798,BELH,SEWANE,0,2,,2025-10-21,13:00:00
6475801,MT STJ,CENTRE,0,1,,2025-09-14,12:00:00
6475803,SEWANE,OGLETH,2,0,"{'__typename': 'Location', 'venue': 'Puett Field', 'city': 'Sewanee', 'stateUsps': 'TN'}",2025-10-24,16:00:00
6475805,CENTRE,NC ILL,3,2,"{'__typename': 'Location', 'venue': 'Amend Field', 'city': 'Danville', 'stateUsps': 'KY'}",2025-09-19,17:00:00
6475807,SEWANE,CENTRE,0,1,"{'__typename': 'Location', 'venue': 'Puett Field', 'city': 'Sewanee', 'stateUsps': 'TN'}",2025-11-01,14:00:00
6475812,RHODES,CENTRE,1,0,,2025-10-05,11:00:00
6475814,CENTRE,OGLETH,0,1,"{'__typename': 'Location', 'venue': 'Amend Field', 'city': 'Danville', 'stateUsps': 'KY'}",2025-10-26,11:00:00
6475821,BELH,RHODES,0,2,,2025-09-11,17:00:00
6475823,BELH,TOUGLO,9,0,,2025-09-16,17:30:00
6475825,HNTGDN,BELH,0,4,,2025-09-24,17:00:00
6475829,LAGRAN,BELH,0,4,,2025-10-01,15:00:00
6475831,SWARTH,RUTCAM,0,0,,2025-09-03,17:00:00
6475834,BELH,WES GA,6,0,,2025-10-04,17:00:00
6475836,ROWAN,SWARTH,2,1,,2025-09-10,17:00:00
6475838,BELH,,2,1,,2025-10-07,16:00:00
6475840,BELH,MARYTN,4,0,,2025-10-11,12:00:00
6475843,BELH,AG SCT,9,0,,2025-10-24,12:00:00
6475845,SWARTH,MCDAN,4,0,,2025-10-04,14:00:00
6475847,MUHLEN,SWARTH,0,2,"{'__typename': 'Location', 'venue': 'Varsity Field', 'city': 'Allentown', 'stateUsps': 'PA'}",2025-10-08,17:00:00
6475849,SWARTH,DICKIN,3,1,,2025-10-15,14:00:00
6475851,WASHMD,SWARTH,0,2,,2025-10-29,17:00:00
6475854,HAVFRD,SWARTH,0,0,,2025-11-01,10:00:00
6475856,CAIRN,DELVAL,2,3,,2025-09-17,17:00:00
6475858,DELVAL,RUTCAM,2,1,"{'__typename': 'Location', 'venue': 'Robert A. Lipinski Field at James Work Memorial Stadium', 'city': 'Doylestown', 'stateUsps': 'PA'}",2025-09-24,17:00:00
6475860,DESALE,DELVAL,6,0,,2025-10-04,12:30:00
6475862,MISERI,DELVAL,9,0,"{'__typename': 'Location', 'venue': 'Mangelsdorf Field', 'city': 'Dallas', 'stateUsps': 'PA'}",2025-10-29,17:00:00
6475865,LESLEY,COBLES,5,0,,2025-09-28,10:00:00
6475872,WILSON,CAIRN,2,1,,2025-10-07,14:00:00
6475874,ALMA,GRCBBL,3,0,,2025-09-06,12:00:00
6475876,FRANK,ALMA,0,2,"{'__typename': 'Location', 'venue': 'Faught Stadium', 'city': 'Franklin', 'stateUsps': 'IN'}",2025-09-10,14:00:00
6475878,,WILSON,0,3,,2025-10-09,13:00:00
6475880,COBLES,LYNDON,7,0,,2025-10-18,11:00:00
6475883,ALMA,MADONN,3,2,,2025-09-14,09:00:00
6475885,COBLES,JOHNST,0,2,,2025-10-19,10:00:00
6475887,HEIDEL,ALMA,2,1,,2025-09-17,14:00:00
6475889,COBLES,SUNY D,0,2,,2025-10-25,11:00:00
6475894,WILSON,ND MD,1,1,,2025-10-21,14:30:00
6475896,ALMA,,5,0,,2025-09-27,11:00:00
6475898,WILSON,PSU AB,0,1,,2025-10-25,14:00:00
6475901,ALMA,HOPE,1,2,,2025-10-03,14:00:00
6475903,RAMAPO,STJOLI,2,1,,2025-09-02,17:00:00
6475905,ADRIAN,ALMA,5,1,"{'__typename': 'Location', 'venue': 'Docking Stadium', 'city': 'Adrian', 'stateUsps': 'MI'}",2025-10-08,17:00:00
6475910,CARTH,BETHEL,2,1,"{'__typename': 'Location', 'venue': 'Art Keller Field', 'city': 'Kenosha', 'stateUsps': 'WI'}",2025-09-07,11:00:00
6475912,STJOLI,WM PAT,2,0,,2025-09-10,13:00:00
6475914,MACALE,BETHEL,5,0,,2025-09-11,18:30:00
